"ID","Set","Category","Card Type","Level","Suggested Mode","Depth","Prompt","Design Treatment","Facilitator Note","Rationale"
"BFF-50","Best Friends","Best Friends","Question","Level 3","Best Friends","High","What should we never stop laughing about?","Sky Blue / Clay","Best after trust has warmed up; passing is always allowed.","Expands the Best Friends play context."
"SIB-01","Siblings","Siblings","Question","Level 1","Siblings","Low","What is a childhood memory only we would understand?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-02","Siblings","Siblings","Question","Level 1","Siblings","Low","What is a family story we remember differently?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-03","Siblings","Siblings","Question","Level 1","Siblings","Low","What did we survive together without naming it?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-04","Siblings","Siblings","Question","Level 1","Siblings","Low","What did our home teach us about love?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-05","Siblings","Siblings","Question","Level 1","Siblings","Low","What did our home teach us about conflict?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-06","Siblings","Siblings","Question","Level 1","Siblings","Low","What is one thing you think I got blamed for unfairly?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-07","Siblings","Siblings","Question","Level 1","Siblings","Low","What is one thing you think you got blamed for unfairly?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-08","Siblings","Siblings","Question","Level 1","Siblings","Low","What role did I play growing up?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-09","Siblings","Siblings","Question","Level 1","Siblings","Low","What role did you play growing up?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-10","Siblings","Siblings","Question","Level 1","Siblings","Low","What family role are you trying to outgrow?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-11","Siblings","Siblings","Question","Level 1","Siblings","Low","What family role are you proud to carry?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-12","Siblings","Siblings","Question","Level 1","Siblings","Low","What is something I protected you from, knowingly or not?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-13","Siblings","Siblings","Question","Level 1","Siblings","Low","What is something you protected me from, knowingly or not?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-14","Siblings","Siblings","Question","Level 1","Siblings","Low","What is a small object that reminds you of our childhood?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-15","Siblings","Siblings","Question","Level 1","Siblings","Low","What is a sound that takes you back instantly?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-16","Siblings","Siblings","Question","Level 1","Siblings","Medium","What is a meal that tastes like where we come from?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-17","Siblings","Siblings","Question","Level 1","Siblings","Medium","What did you envy about me growing up?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-18","Siblings","Siblings","Question","Level 2","Siblings","Medium","What did you admire about me growing up?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-19","Siblings","Siblings","Question","Level 2","Siblings","Medium","What do you think I envied about you?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-20","Siblings","Siblings","Question","Level 2","Siblings","Medium","What do you think I admired about you?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-21","Siblings","Siblings","Question","Level 2","Siblings","Medium","What is something we never got to say as kids?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-22","Siblings","Siblings","Question","Level 2","Siblings","Medium","What is something we can finally laugh about?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-23","Siblings","Siblings","Question","Level 2","Siblings","Medium","What is something we still need to be gentle around?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-24","Siblings","Siblings","Question","Level 2","Siblings","Medium","What do you think our parents understood about us?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-25","Siblings","Siblings","Question","Level 2","Siblings","Medium","What do you think our parents missed about us?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-26","Siblings","Siblings","Question","Level 2","Siblings","Medium","What did you need more of from me?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-27","Siblings","Siblings","Question","Level 2","Siblings","Medium","What did I need more of from you?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-28","Siblings","Siblings","Question","Level 2","Siblings","Medium","What is one way we became different for good reasons?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-29","Siblings","Siblings","Question","Level 2","Siblings","Medium","What is one way we are more alike than we admit?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-30","Siblings","Siblings","Question","Level 2","Siblings","Medium","What is a family pattern you want to end?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-31","Siblings","Siblings","Question","Level 2","Siblings","Medium","What is a family strength you want to keep?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-32","Siblings","Siblings","Question","Level 2","Siblings","Medium","What does being siblings mean now that we are older?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-33","Siblings","Siblings","Question","Level 2","Siblings","Medium","What do you wish I knew about your version of childhood?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-34","Siblings","Siblings","Question","Level 2","Siblings","Medium","What do you want to know about my version of childhood?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-35","Siblings","Siblings","Question","Level 3","Siblings","Medium","What is a memory that still feels tender?","Sage / Family Clay","Suitable for early playtesting.","Expands the Siblings play context."
"SIB-36","Siblings","Siblings","Question","Level 3","Siblings","High","What is a memory that still feels joyful?","Sage / Family Clay","Best after trust has warmed up; passing is always allowed.","Expands the Siblings play context."
"SIB-37","Siblings","Siblings","Question","Level 3","Siblings","High","What apology would help us breathe easier?","Sage / Family Clay","Best after trust has warmed up; passing is always allowed.","Expands the Siblings play context."
"SIB-38","Siblings","Siblings","Question","Level 3","Siblings","High","What thank you is overdue between us?","Sage / Family Clay","Best after trust has warmed up; passing is always allowed.","Expands the Siblings play context."
"SIB-39","Siblings","Siblings","Question","Level 3","Siblings","High","What boundary would help us be closer?","Sage / Family Clay","Best after trust has warmed up; passing is always allowed.","Expands the Siblings play context."
